case,session,source_file,page,parser_speaker,blind_read_label,agree,opening_words,which_occurrence,reader_notes
h408,2002-03-14_r03,2002-03-14_r03_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias).--,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",35 of 36,"My re-count of the phrase found 37 occurrences, not the stated 36. Every occurrence in the file is preceded by ""Sr. Presidente (López Arias)"" (dash style varies), so the off-by-one does not affect the answer."
h409,1998-04-01_r06,1998-04-01_r06_ORDINARIA.html,,Sr. PRESIDENTE (Cafiero),Sr. PRESIDENTE (Cafiero).--,yes,Señores senadores: ruego que tomen asiento y que presten atención al orador.,,
h410,1998-08-19_r36,1998-08-19_r36_ORDINARIA.html,,Sr. DEL PIERO,Sr. DEL PIERO.-,yes,"Señor presidente: hago míos los argumentos de que correspondería aprobar la sanción de la Cámara de Diputados. Cuando se consideró en general este proyecto, yo aprobé dicha sanción. Y como",,
h411,2000-08-09_r42,2000-08-09_r42_ORDINARIA.html,,Sr. Sergnese,Sr. Sergnese. --,yes,"Señor presidente: en definitiva, dejo en claro que voté en disidencia para habilitar la discusión en el Senado en este momento y para que la mayoría pudiera resolver este tema.",,"The label ""Sr. Sergnese. --"" appears twice in a row with no other speaker between: he says "".. voy a pedir que se inserte lo que pensaba decir."" and then a new paragraph starts again with his own label before the quoted passage. Unusual repetition, but the page prints his name both times, not another speaker's."
h412,1999-12-01_r64,1999-12-01_r64_ORDINARIA.html,,Sr. SECRETARIO (Pontaquarto),Sr. SECRETARIO (Pontaquarto).-,yes,(Lee:) .,33 of 76,
h413,2003-06-04_r10,2003-06-04_r10_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,Resulta aprobado por dos tercios de los votos. Tiene la palabra el señor senador Pichetto.,,
h414,2000-08-23_r46,2000-08-23_r46_ORDINARIA.html,,Sr. Usandizaga,Sr. Usandizaga. --,yes,Yo también.,,
h415,1998-10-28_r54,1998-10-28_r54_ORDINARIA.html,,Sr. BRANDA,Sr. BRANDA.-,yes,Es cosa juzgada.,,
h416,2002-10-02_r26,2002-10-02_r26_ESPECIAL.html,,Sra. Gómez de Bertone,Sra. Gómez de Bertone. --,yes,"Señor presidente: simplemente quiero hacerle una pregunta al señor jefe de Gabinete. En realidad, más que una pregunta quiero transmitirle una preocupación. Aquí se habló de las crisis del sector",,
h417,2001-06-13_r38,2001-06-13_r38_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,Tiene la palabra el señor senador por San Juan.,2 of 3,
h418,1998-08-19_r36,1998-08-19_r36_ORDINARIA.html,,Sr. VILLARROEL,Sr. VILLARROEL.-,yes,"Señor presidente: sobre el particular tengo una propuesta que obra en poder de la Secretaría Parlamentaria, que trata de abarcar hipótesis no tenidas en cuenta por la norma precedente sobre",,
h419,2003-04-09_r06,2003-04-09_r06_ORDINARIA.html,,Sra. Negre de Alonso,Sra. Negre de Alonso. --,yes,"No solamente estaremos garantizando el derecho constitucional a una vivienda digna para los argentinos, sino que también estaremos protegiendo a la familia como institución y como célula fundamental de la",,
h420,1999-11-24_r62,1999-11-24_r62_ORDINARIA.html,,Sr. PRESIDENTE (Losada),Sr. PRESIDENTE (Losada).-,yes,Ahora corresponde votar el tratamiento sobre tablas del expediente en consideración.,,
h421,2003-07-02_r14,2003-07-02_r14_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,Queda aprobada la comunicación. Se procederá en consecuencia.,7 of 36,
h422,1999-08-11_r39,1999-08-11_r39_ORDINARIA.html,,Sr. PRESIDENTE (Menem),Sr. PRESIDENTE (Menem).-,yes,Corresponde considerar el dictamen de la Comisión de Turismo en el proyecto de declaración del señor senador Romero por el que se declaran de interés del Honorable Senado de la,,
h423,2002-09-18_r24,2002-09-18_r24_ORDINARIA.html,,Sr. Menem,Sr. Menem. --,yes,"Señor presidente: tomo la última parte de la exposición del senador Baglini, como para ir ordenando el aspecto procesal. Yo diría que en este trabajo en comisión, más allá de",,
h424,1999-12-28_r70,1999-12-28_r70_ESPECIAL.html,,Sr. PRESIDENTE,Sr. PRESIDENTE.-,yes,Tiene la palabra el señor senador por San Juan.,,
h425,1999-09-15_r45,1999-09-15_r45_ORDINARIA.html,,Sr. PRESIDENTE,Sr. PRESIDENTE.-,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",35 of 84,"My re-count of the phrase found 87 occurrences, not the stated 84. The target (my occurrence #35) sits in the middle of a 70-occurrence run that is uniformly labeled plain ""Sr. PRESIDENTE.-"" (no parenthetical name), well away from the transition point to ""Sr. PRESIDENTE (Menem).-"" later in the file, so the count mismatch does not affect the answer."
h426,2002-05-08_r08,2002-05-08_r08_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda),yes,"Corresponde considerar el dictamen de las comisiones de Presupuesto y Hacienda, de Legislación General y de Asuntos Administrativos y Municipales en el proyecto de comunicación de la señora senadora Paz",,
h427,1998-09-23_r48,1998-09-23_r48_ORDINARIA.html,,Sr. PRESIDENTE (Menem),Sr. PRESIDENTE (Menem).-,yes,Corresponde considerar el dictamen de la Comisión de la Integración en el proyecto de resolución del señor senador Sapag y otros señores senadores por el que se declaran de interés,,
h428,2001-05-23_r35,2001-05-23_r35_ORDINARIA.html,,Sr. Branda,Sr. Branda,yes,"Simplemente quiero señalar que la votación en general implica la habilitación del tema, nada más.",,
h429,2000-09-06_r49,2000-09-06_r49_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud).--,yes,En consideración el plan de labor.,,
h430,1999-11-17_r59,1999-11-17_r59_ORDINARIA.html,,Sr. PRESIDENTE (Ulloa),Sr. PRESIDENTE (Ulloa).-,yes,Tiene la palabra el señor senador por La Rioja.,3 of 5,
h431,2002-01-06_r80,2002-01-06_r80_ORDINARIA.html,,Sr. Morales,Sr. Morales,yes,"Entonces, dejo aclarado que nuestro voto es afirmativo en el artículo en consideración, pero conscientes de que desde ningún punto de vista permitiremos que entre esos recursos queden incluidos el",,"Passage follows a stenographer's note (""-- Murmullos en el recinto."") that sits between two ""Sr. Morales. --"" labels; kept looking back past the note to the governing label, same speaker."
h432,2000-11-15_r60,2000-11-15_r60_ORDINARIA.html,,Sr. Secretario (Oyarzún),Sr. Secretario (Oyarzún),yes,(Lee:),115 of 117,"Label precedes ""Secretaría informa que se reemplaza...Lee:"" with no new speaker label before the ""(Lee:)"" passage itself."
h433,1998-09-23_r48,1998-09-23_r48_ORDINARIA.html,,Sr. PRESIDENTE (Menem),Sr. PRESIDENTE (Menem).-,yes,Queda aprobada la comunicación. Se procederá en consecuencia.,23 of 57,
h434,2002-01-23_r82,2002-01-23_r82_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda),yes,Por Secretaría se hizo llegar oportunamente la lista de los asuntos entrados. Corresponde que los señores senadores formulen al respecto las consideraciones que estimen pertinentes.,,
h435,1998-03-04_r02,1998-03-04_r02_ORDINARIA.html,,Sr. PRESIDENTE (Menem),Sr. PRESIDENTE (Menem).-,yes,Señores senadores: estamos manteniendo una sesión muy ordenada. Les ruego no hacer uso de la palabra sin solicitársela a la Presidencia. Tiene la palabra el señor senador por La Pampa.,,
h436,2001-03-07_r02,2001-03-07_r02_ORDINARIA.html,,Sr. Presidente (Menem),Sr. Presidente (Menem),yes,Se va a votar el pase al archivo.,2 of 3,
h437,1999-12-01_r64,1999-12-01_r64_ORDINARIA.html,,Sr. PRESIDENTE (Ulloa),Sr. PRESIDENTE (Ulloa).-,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",53 of 70,
h438,2001-10-23_r66,2001-10-23_r66_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,Corresponde considerar el dictamen de las comisiones de Asuntos Administrativos y Municipales y de Trabajo y Previsión Social en el proyecto de resolución del señor senador Tell y otros señores,,
h439,1999-08-11_r39,1999-08-11_r39_ORDINARIA.html,,Sr. PRESIDENTE (Menem),Sr. PRESIDENTE (Menem).-,yes,Corresponde considerar el dictamen de las comisiones de Interior y Justicia y de Cultura en el proyecto de ley del señor senador Romero Feris por el que se declara monumento,,
h440,2001-04-04_r14,2001-04-04_r14_ORDINARIA.html,,Sr. Presidente (Sapag),Sr. Presidente (Sapag),yes,En consideración en particular.,1 of 2,First of 2 occurrences (which_occurrence blank -> took first).
h441,1999-06-16_r25,1999-06-16_r25_ORDINARIA.html,,Sr. PRESIDENTE (Ulloa),Sr. PRESIDENTE (Ulloa).-,yes,Queda aprobada la comunicación. Se procederá en consecuencia.,27 of 74,
h442,2003-03-06_r02,2003-03-06_r02_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja),yes,Corresponde considerar si se trata sobre tablas el proyecto de resolución de la señora senadora Escudero y otros señores senadores por el que se solicita se ponga a disposición del,,
h443,2001-07-25_r48,2001-07-25_r48_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,Tiene la palabra el señor senador Gioja.,1 of 4,
h444,2000-10-25_r59,2000-10-25_r59_ORDINARIA.html,,Sr. Presidente (Cafiero),Sr. Presidente (Cafiero),yes,Queda aprobada la declaración. Se procederá en consecuencia.,58 of 86,
h445,2000-02-23_r73,2000-02-23_r73_EXTRAORDINARIA.html,,Sr. VILLARROEL,Sr. VILLARROEL.-,yes,Señor senador...,,
h446,2000-11-29_r66,2000-11-29_r66_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada),yes,Queda sancionado el proyecto de ley. Se comunicará a la Honorable Cámara de Diputados.,14 of 25,
h447,2002-10-23_r30,2002-10-23_r30_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda),yes,"No habiendo quórum, queda levantada la sesión.",,
h448,1998-05-06_r13,1998-05-06_r13_ORDINARIA.html,,Sr. PRESIDENTE (Menem),Sr. PRESIDENTE (Menem).-,yes,"En consideración en general el proyecto de comunicación. Si no se hace uso de la palabra, se va a votar.",,
h449,2001-07-29_r49,2001-07-29_r49_ESPECIAL.html,,Sr. Altuna,Sr. Altuna,yes,Señor presidente...,,
h450,1999-08-25_r43,1999-08-25_r43_ORDINARIA.html,,Sr. TELL,Sr. TELL.-,yes,Lo votamos anteriormente.,,
h451,2003-04-09_r06,2003-04-09_r06_ORDINARIA.html,,Sr. Paz,Sr. Paz.,yes,"Señor presidente: como senadora de una de las provincias que tuvo el bono Bocanfor, quiero expresar que nosotros también hemos padecido situaciones insólitas y muy extrañas en nuestra provincia. En",,"Label printed exactly as ""Sr.<br>Paz. --"" even though the Presidente had just announced ""Tiene la palabra la señora senadora Paz"" (female) two paragraphs earlier -- stenographer used the wrong honorific (Sr. instead of Sra.) for this speaker."
h452,2003-07-02_r14,2003-07-02_r14_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja).,yes,Queda aprobada la resolución. Se comunicará a la Honorable Cámara de Diputados.,15 of 35,
h453,1998-05-13_r15,1998-05-13_r15_ORDINARIA.html,,Sr. PRESIDENTE (Cafiero),Sr. PRESIDENTE (Cafiero).,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",15 of 32,"Batch says occurrence 15 of 32, but the exact phrase occurs 33 times in the raw decoded text; every single occurrence in this file is immediately preceded by the same label, ""Sr. PRESIDENTE (Cafiero).-"", so the count mismatch does not affect the answer -- but worth a maintainer look at how occurrence counts are generated."
h454,1998-08-12_r34,1998-08-12_r34_ORDINARIA.html,,Sr. PRESIDENTE,Sr. PRESIDENTE.,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",1 of 6,"No name in parentheses this time -- printed plainly as ""Sr. PRESIDENTE.-""."
h455,1998-08-12_r34,1998-08-12_r34_ORDINARIA.html,,Sr. PROSECRETARIO (Pontaquarto),Sr. PROSECRETARIO (Pontaquarto).,yes,(Lee:),92 of 93,"Batch says occurrence 92 of 93, but the phrase ""(Lee:)"" occurs 94 times in this file; checked several occurrences around #92 and every one is preceded by the same label, so the mismatch doesn't affect the answer."
h456,2001-04-18_r18,2001-04-18_r18_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,"Corresponde considerar el dictamen de las comisiones de Educación y de Cultura en el proyecto de declaración del señor senador Mikkelsen--Löth, por el que se declara de interés un ciclo",,
h457,2003-03-06_r02,2003-03-06_r02_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja).,yes,"Corresponde considerar el dictamen de la Comisión de Asistencia Social y Salud Pública en el proyecto de declaración de la señora senadora Isidori, por el que se declara de interés",,
h458,1998-03-25_r05,1998-03-25_r05_ORDINARIA.html,,Sr. MAYA,Sr. MAYA.,yes,¿Puedo hacer uso de la palabra?,,
h459,2001-09-04_r60,2001-09-04_r60_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,Tiene la palabra el señor senador Alasino.,4 of 9,"This is the Presidente announcing ""Tiene la palabra el señor senador Alasino"" -- the label governing the passage is the Presidente, not Alasino (who speaks next)."
h460,1998-12-09_r71,1998-12-09_r71_ORDINARIA.html,,Sr. PRESIDENTE (Menem),Sr. PRESIDENTE (Menem).,yes,"Prosigue en uso de la palabra, señor senador por La Rioja.",,
h461,2002-01-01_r00,2002-01-01_r00_ASAMBLEA.html,,Sr. diputado Acevedo,Sr. diputado Acevedo.,yes,¡Es verdad!,,"From the 2002-01-01 Asamblea Legislativa (joint session); speaker is printed as ""Sr. diputado Acevedo.-- ¡Es verdad!""."
h462,2001-08-29_r57,2001-08-29_r57_ORDINARIA.html,,Sr. Angeloz,Sr. Angeloz.,yes,"Además, he adelantado mi voto positivo sin observación de ninguna naturaleza. Pero hace a mi responsabilidad como presidente de la comisión efectuar todas estas manifestaciones. Seguramente, no debe haber aquí",,
h463,2002-08-15_r19,2002-08-15_r19_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda).,yes,¿Es sobre este tema?,,
h464,2002-01-01_r00,2002-01-01_r00_ASAMBLEA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda).,yes,Señora senadora: la diputada González le está pidiendo una interrupción. ¿Se la concede?,,Also from the 2002-01-01 Asamblea Legislativa file.
h465,2003-07-02_r14,2003-07-02_r14_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja).,yes,Queda aprobada la resolución. Se comunicará a la Honorable Cámara de Diputados.,34 of 35,
h466,2000-08-23_r46,2000-08-23_r46_ORDINARIA.html,,Sr. Presidente (Genoud),Sr. Presidente (Genoud).,yes,Queda aprobada la declaración. Se procederá en consecuencia.,5 of 23,"Batch says occurrence 5 of 23; exact phrase occurs 24 times in this file. Checked occurrence 5 directly -- preceded by the same label as all the others I sampled, so the mismatch doesn't affect the answer."
h467,2001-07-25_r48,2001-07-25_r48_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",15 of 16,
h468,1998-05-20_r18,1998-05-20_r18_ORDINARIA.html,,Sr. MARTÍNEZ ALMUDEVAR,Sr. MARTÍNEZ ALMUDEVAR.,yes,Señor presidente: solicito el tratamiento sobre tablas y la posterior aprobación de este proyecto de resolución por el que se dispone el auspicio de este cuerpo a los actos programados,,
h469,2001-10-23_r66,2001-10-23_r66_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",14 of 99,"Batch says occurrence 14 of 99; exact phrase occurs 105 times in this file. Occurrence 14 (by my count) is clearly preceded by ""Sr. Presidente (Losada).--"". Spot-checked labels before several other occurrences of the phrase in this file (some over 100 chars back) and all were Losada as well; this session appears to have a single presiding officer throughout, so the count mismatch is unlikely to change the answer, but flagging the discrepancy for the maintainer."
h470,2002-04-04_r04,2002-04-04_r04_ORDINARIA.html,,Sra. Colombo,Sra. Colombo.,yes,Perfecto.,,
h471,2003-05-07_r08,2003-05-07_r08_ORDINARIA.html,,Sr. Secretario (Oyarzún),Sr. Secretario (Oyarzún).,yes,"""Artículo 3.- Destínese una partida especial del Presupuesto Nacional al fondo creado precedentemente para la reconstrucción y asistencia de los departamentos de la provincia de Santa Fe afectados, por un",,"This passage is the literal text of a bill article (""Artículo 3.- Destínese..."") inside quotation marks, which the Secretary is reading into the record after ""Por Secretaría se dará lectura"" -- i.e. it's the text of an inserted document (the draft law) rather than the Secretary's own remarks, even though his label is the one that governs it typographically. Flagging per instructions since this sits at the boundary between a spoken label and inserted-document text; a maintainer should decide whether such read-aloud bill text should be attributed to the reader or treated as NOBODY/inserted-document."
h472,2002-12-18_r39,2002-12-18_r39_EXTRAORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias).,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",130 of 178,
h473,2001-05-09_r28,2001-05-09_r28_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada).,yes,Tiene la palabra el señor senador Yoma.,4 of 4,
h474,1998-09-23_r48,1998-09-23_r48_ORDINARIA.html,,Sr. PRESIDENTE (Menem),Sr. PRESIDENTE (Menem).,yes,Queda aprobada la declaración. Se procederá en consecuencia.,17 of 27,
h475,1998-11-26_r65,1998-11-26_r65_ORDINARIA.html,,Sr. PRESIDENTE (Cafiero),Sr. PRESIDENTE (Cafiero).,yes,Corresponde considerar el dictamen de la Comisión Parlamentaria Mixta Revisora de Cuentas de la Administración en diversos expediente Oficiales Varios por los que la Auditoría General de la Nación remite,,
h476,1999-12-15_r68,1999-12-15_r68_EXTRAORDINARIA.html,,Sr. PRESIDENTE,Sr. PRESIDENTE.-,yes,Queda aprobada la declaración. Se procederá en consecuencia.,9 of 28,
h477,2000-10-25_r59,2000-10-25_r59_ORDINARIA.html,,Sr. Presidente (Cafiero),Sr. Presidente (Cafiero). --,yes,Tiene la palabra el señor senador por el Chaco.,4 of 6,"Phrase recurs 7 times in the file, not 6 as implied by ""4 of 6""; all 7 instances are spoken by the same presiding officer (Cafiero), so the answer is unaffected."
h478,1998-09-23_r48,1998-09-23_r48_ORDINARIA.html,,Sr. PRESIDENTE (Menem),Sr. PRESIDENTE (Menem).-,yes,Por Secretaría se dará lectura al artículo 15.,,
h479,1999-04-28_r14,1999-04-28_r14_ORDINARIA.html,,Sr. PRESIDENTE (Ulloa),Sr. PRESIDENTE (Ulloa).-,yes,"Corresponde pasar a sesión de acuerdos, si hay voluntad de seguir sesionando. Dado que no hay quórum, se va a llamar durante cinco minutos.",,
h480,2002-11-27_r37,2002-11-27_r37_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,Corresponde considerar el dictamen de la Comisión de Presupuesto y Hacienda en el proyecto de comunicación de la señora senadora Colombo por el que se solicitan informes acerca del incumplimiento,,
h481,2001-08-29_r57,2001-08-29_r57_ORDINARIA.html,,Sr. Tell,Sr. Tell. --,yes,Pido la palabra.,6 of 24,
h482,2001-10-23_r66,2001-10-23_r66_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",3 of 99,"Literal count of the phrase in the file is 105, not 99 as implied by ""3 of 99""; checked occurrence 3 and its neighbors, all governed by the same ""Sr. Presidente (Losada)"" boilerplate pattern, so the answer should be stable regardless of exact count method."
h483,2000-12-07_r69,2000-12-07_r69_EXTRAORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,Tiene la palabra el señor senador Gioja.,7 of 7,"Phrase recurs 8 times in the file, not 7 as implied by ""7 of 7"". One of the 8 (occurrence 4) is spoken by Sr. Presidente (León), not Losada, because the chair changed hands mid-session (""Ocupa la Presidencia el señor vicepresidente 1 ... senador Luis León""). Took the 7th occurrence by my own literal count, which is Losada; flagging the count mismatch since the intended occurrence could plausibly be off by one."
h484,2001-03-28_r13,2001-03-28_r13_ORDINARIA.html,,Sr. Presidente (Losada),Sr. Presidente (Losada). --,yes,Tiene la palabra el señor senador Gioja.,2 of 9,
h485,2002-11-28_r38,2002-11-28_r38_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,"Corresponde considerar si se trata sobre tablas el dictamen de las comisiones de Transportes, de Industria y de Ecología y Desarrollo Humano en el proyecto de ley de la señora",,
h486,1999-04-28_r14,1999-04-28_r14_ORDINARIA.html,,Sr. SALA,Sr. SALA.-,yes,Pido la palabra.,3 of 6,
h487,1999-05-12_r18,1999-05-12_r18_ESPECIAL.html,,Sr. CABANA,Sr. CABANA.-,yes,"Señor presidente: en homenaje a la premura que existe en aprobar el proyecto en consideración y después de haber escuchado el brillante discurso de mi compañero de bancada doctor Cafiero,",,
h488,2001-06-27_r43,2001-06-27_r43_ORDINARIA.html,,Sr. Presidente (León),Sr. Presidente (León). --,yes,Corresponde considerar si se trata sobre tablas proyecto de ley del señor senador Carbonell y otros señores senadores por el que se unifica en la Procuración del Tesoro la representación,,
h489,2003-03-06_r02,2003-03-06_r02_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,"Por favor, diríjase a la Presidencia si quiere hacer una interrupción.",,
h490,2001-03-23_r12,2001-03-23_r12_ORDINARIA.html,,Sra. Raijer,Sra. Raijer. --,yes,"Señor presidente: uno de los problemas que aqueja al Estado en la etapa de la globalización es cómo lograr competitividad en su economía y, a la vez, la gobernabilidad del",,
h491,2003-10-29_r28,2003-10-29_r28_TRIBUNAL_DE_JUICIO_POLITICO.html,,Sra. Fernández de Kirchner,Sra. Fernández de Kirchner. —,yes,"Señor presidente: la transparencia del proceso está asegurada por los propios señores senadores y senadoras, y por la propia opinión pública, que lo controlan. Debe haber pocas cosas más publicitadas",,
h492,2000-11-29_r66,2000-11-29_r66_ORDINARIA.html,,Sr. López,Sr. López. --,yes,"Cómo no, señor presidente.",2 of 2,
h493,2002-10-30_r31,2002-10-30_r31_ORDINARIA.html,,Sr. Presidente (Maqueda),Sr. Presidente (Maqueda). --,yes,"En consideración en general. Si no se hace uso de la palabra, se va a votar.",24 of 32,
h494,2003-06-11_r11,2003-06-11_r11_ORDINARIA.html,,Sr. Presidente (López Arias),Sr. Presidente (López Arias). --,yes,Obra sobre las bancas de los señores senadores el plan de labor aprobado en el plenario de labor parlamentaria celebrado en el día de ayer. Por Secretaría se dará lectura:,,
h495,2003-03-06_r02,2003-03-06_r02_ORDINARIA.html,,Sr. Presidente (Gioja),Sr. Presidente (Gioja). --,yes,"Silencio, por favor. Continúa en el uso de la palabra el señor senador Pichetto.",,
h496,2001-06-13_r38,2001-06-13_r38_ORDINARIA.html,,Sr. Presidente (Menem),Sr. Presidente (Menem). --,yes,"Esta Presidencia manifiesta al señor senador que la discusión va a versar exclusivamente sobre la el proyecto ley en consideración, y que no va a admitir que se abra otro",,
h497,2003-03-13_r04,2003-03-13_r04_ORDINARIA.html,,Sra. Bar,Sra. Bar. --,yes,Pido la inserción de mi discurso en el Diario de Sesiones.,,
h498,2000-11-15_r60,2000-11-15_r60_ORDINARIA.html,,Sr. Secretario (Oyarzún),Sr. Secretario (Oyarzún). --,yes,(Lee:),26 of 117,"The stenographer's note ""(Lee:)"" recurs 128 times in the file, not 117 as implied by ""26 of 117""; every one of the 128 occurrences is preceded by ""Sr. Secretario (Oyarzún)"" reading a document into the record, so the answer is unaffected by the exact count. Note per the task instructions this note-plus-reading is spoken by the Secretary, not an inserted-document passage without a speaker."
